name,CT,Ctprime,Ctprime_LES,Cp,Cp_LES,ud_LES,ud,ud_stderr,a_LES,a,a_stderr,M,shear,veer,veer_deg,shear_m_s,shear_format,veer_format
shear_06_veer_07_ctp_02,0.75670000,1.57516883,1.44626743,0.52447168,0.54734518,0.72333181,0.69310385,0.00096170,0.27666819,0.30689615,0.00096170,0.95821011,0.85500000,0.14960000,29.92000000,5.98500000,0.03,0.15
shear_06_veer_07_ctp_03,0.82670000,2.03512140,1.82379830,0.52689824,0.55658757,0.67326427,0.63735120,0.00121125,0.32673573,0.36264880,0.00121125,0.94665829,0.85500000,0.14960000,29.92000000,5.98500000,0.03,0.15
shear_06_veer_07_ctp_04,0.89670000,2.64530132,2.29657196,0.52207534,0.56031303,0.62486120,0.58221851,0.00167702,0.37513880,0.41778149,0.00167702,0.93175655,0.85500000,0.14960000,29.92000000,5.98500000,0.03,0.15
shear_06_veer_07_ctp_05,0.96670000,3.52499657,2.92598356,0.50624206,0.55565041,0.57479095,0.52368063,0.00176139,0.42520905,0.47631937,0.00176139,0.91108016,0.85500000,0.14960000,29.92000000,5.98500000,0.03,0.15
shear_06_veer_08_ctp_00,0.61670000,0.99642186,0.94363677,0.48516482,0.49854974,0.80841534,0.78671123,0.00010087,0.19158466,0.21328877,0.00010087,0.97315228,0.85500000,0.19950000,39.90000000,5.98500000,0.03,0.20
shear_06_veer_08_ctp_01,0.68670000,1.26345603,1.17949096,0.50625637,0.52396619,0.76302052,0.73723078,0.00023028,0.23697948,0.26276922,0.00023028,0.96620046,0.85500000,0.19950000,39.90000000,5.98500000,0.03,0.20
shear_06_veer_08_ctp_02,0.75670000,1.59464775,1.46264020,0.52125858,0.54427307,0.71927193,0.68885765,0.00075595,0.28072807,0.31114235,0.00075595,0.95771518,0.85500000,0.19950000,39.90000000,5.98500000,0.03,0.20
shear_06_veer_08_ctp_03,0.82670000,2.04370371,1.83066574,0.52579075,0.55554262,0.67200026,0.63601155,0.00120683,0.32799974,0.36398845,0.00120683,0.94644539,0.85500000,0.19950000,39.90000000,5.98500000,0.03,0.20
shear_06_veer_08_ctp_04,0.89670000,2.66488147,2.31123534,0.52015384,0.55853278,0.62287586,0.58007565,0.00142044,0.37712414,0.41992435,0.00142044,0.93128613,0.85500000,0.19950000,39.90000000,5.98500000,0.03,0.20
shear_06_veer_08_ctp_05,0.96670000,3.63760665,3.00237587,0.49834455,0.54853589,0.56743135,0.51551107,0.00192856,0.43256865,0.48448893,0.00192856,0.90849944,0.85500000,0.19950000,39.90000000,5.98500000,0.03,0.20
